oid,typname,typnamespace,typowner,typlen,typbyval,typtype,typcategory,typispreferred,typisdefined,typdelim,typrelid,typsubscript,typelem,typarray,typinput,typoutput,typreceive,typsend,typmodin,typmodout,typanalyze,typalign,typstorage,typnotnull,typbasetype,typtypmod,typndims,typcollation,typdefaultbin,typdefault,typacl
13273,_check_constraints,13219,10,-1,f,b,A,f,t,",",0,6179,13274,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13279,collations,13219,10,-1,f,c,C,f,t,",",13277,0,0,13278,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13278,_collations,13219,10,-1,f,b,A,f,t,",",0,6179,13279,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13284,collation_character_set_applicability,13219,10,-1,f,c,C,f,t,",",13282,0,0,13283,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13283,_collation_character_set_applicability,13219,10,-1,f,b,A,f,t,",",0,6179,13284,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13289,column_column_usage,13219,10,-1,f,c,C,f,t,",",13287,0,0,13288,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13288,_column_column_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13289,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13294,column_domain_usage,13219,10,-1,f,c,C,f,t,",",13292,0,0,13293,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13293,_column_domain_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13294,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13299,column_privileges,13219,10,-1,f,c,C,f,t,",",13297,0,0,13298,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13298,_column_privileges,13219,10,-1,f,b,A,f,t,",",0,6179,13299,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13304,column_udt_usage,13219,10,-1,f,c,C,f,t,",",13302,0,0,13303,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13303,_column_udt_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13304,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13309,columns,13219,10,-1,f,c,C,f,t,",",13307,0,0,13308,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13308,_columns,13219,10,-1,f,b,A,f,t,",",0,6179,13309,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13314,constraint_column_usage,13219,10,-1,f,c,C,f,t,",",13312,0,0,13313,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13313,_constraint_column_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13314,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13319,constraint_table_usage,13219,10,-1,f,c,C,f,t,",",13317,0,0,13318,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13318,_constraint_table_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13319,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13324,domain_constraints,13219,10,-1,f,c,C,f,t,",",13322,0,0,13323,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13323,_domain_constraints,13219,10,-1,f,b,A,f,t,",",0,6179,13324,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13329,domain_udt_usage,13219,10,-1,f,c,C,f,t,",",13327,0,0,13328,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13328,_domain_udt_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13329,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13333,domains,13219,10,-1,f,c,C,f,t,",",13331,0,0,13332,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13332,_domains,13219,10,-1,f,b,A,f,t,",",0,6179,13333,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13338,enabled_roles,13219,10,-1,f,c,C,f,t,",",13336,0,0,13337,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13337,_enabled_roles,13219,10,-1,f,b,A,f,t,",",0,6179,13338,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13342,key_column_usage,13219,10,-1,f,c,C,f,t,",",13340,0,0,13341,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13341,_key_column_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13342,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13347,parameters,13219,10,-1,f,c,C,f,t,",",13345,0,0,13346,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13346,_parameters,13219,10,-1,f,b,A,f,t,",",0,6179,13347,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13352,referential_constraints,13219,10,-1,f,c,C,f,t,",",13350,0,0,13351,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13351,_referential_constraints,13219,10,-1,f,b,A,f,t,",",0,6179,13352,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13357,role_column_grants,13219,10,-1,f,c,C,f,t,",",13355,0,0,13356,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13356,_role_column_grants,13219,10,-1,f,b,A,f,t,",",0,6179,13357,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13361,routine_column_usage,13219,10,-1,f,c,C,f,t,",",13359,0,0,13360,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13360,_routine_column_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13361,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13366,routine_privileges,13219,10,-1,f,c,C,f,t,",",13364,0,0,13365,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13365,_routine_privileges,13219,10,-1,f,b,A,f,t,",",0,6179,13366,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13371,role_routine_grants,13219,10,-1,f,c,C,f,t,",",13369,0,0,13370,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13370,_role_routine_grants,13219,10,-1,f,b,A,f,t,",",0,6179,13371,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13375,routine_routine_usage,13219,10,-1,f,c,C,f,t,",",13373,0,0,13374,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13374,_routine_routine_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13375,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13380,routine_sequence_usage,13219,10,-1,f,c,C,f,t,",",13378,0,0,13379,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13379,_routine_sequence_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13380,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13385,routine_table_usage,13219,10,-1,f,c,C,f,t,",",13383,0,0,13384,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13384,_routine_table_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13385,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13390,routines,13219,10,-1,f,c,C,f,t,",",13388,0,0,13389,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13389,_routines,13219,10,-1,f,b,A,f,t,",",0,6179,13390,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13395,schemata,13219,10,-1,f,c,C,f,t,",",13393,0,0,13394,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13394,_schemata,13219,10,-1,f,b,A,f,t,",",0,6179,13395,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13399,sequences,13219,10,-1,f,c,C,f,t,",",13397,0,0,13398,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13398,_sequences,13219,10,-1,f,b,A,f,t,",",0,6179,13399,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13404,sql_features,13219,10,-1,f,c,C,f,t,",",13402,0,0,13403,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13403,_sql_features,13219,10,-1,f,b,A,f,t,",",0,6179,13404,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13409,sql_implementation_info,13219,10,-1,f,c,C,f,t,",",13407,0,0,13408,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13408,_sql_implementation_info,13219,10,-1,f,b,A,f,t,",",0,6179,13409,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13414,sql_parts,13219,10,-1,f,c,C,f,t,",",13412,0,0,13413,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13413,_sql_parts,13219,10,-1,f,b,A,f,t,",",0,6179,13414,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13419,sql_sizing,13219,10,-1,f,c,C,f,t,",",13417,0,0,13418,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13418,_sql_sizing,13219,10,-1,f,b,A,f,t,",",0,6179,13419,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13424,table_constraints,13219,10,-1,f,c,C,f,t,",",13422,0,0,13423,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13423,_table_constraints,13219,10,-1,f,b,A,f,t,",",0,6179,13424,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13429,table_privileges,13219,10,-1,f,c,C,f,t,",",13427,0,0,13428,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13428,_table_privileges,13219,10,-1,f,b,A,f,t,",",0,6179,13429,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13434,role_table_grants,13219,10,-1,f,c,C,f,t,",",13432,0,0,13433,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13433,_role_table_grants,13219,10,-1,f,b,A,f,t,",",0,6179,13434,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13438,tables,13219,10,-1,f,c,C,f,t,",",13436,0,0,13437,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13437,_tables,13219,10,-1,f,b,A,f,t,",",0,6179,13438,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13443,transforms,13219,10,-1,f,c,C,f,t,",",13441,0,0,13442,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13442,_transforms,13219,10,-1,f,b,A,f,t,",",0,6179,13443,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13448,triggered_update_columns,13219,10,-1,f,c,C,f,t,",",13446,0,0,13447,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13447,_triggered_update_columns,13219,10,-1,f,b,A,f,t,",",0,6179,13448,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13453,triggers,13219,10,-1,f,c,C,f,t,",",13451,0,0,13452,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13452,_triggers,13219,10,-1,f,b,A,f,t,",",0,6179,13453,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13458,udt_privileges,13219,10,-1,f,c,C,f,t,",",13456,0,0,13457,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13457,_udt_privileges,13219,10,-1,f,b,A,f,t,",",0,6179,13458,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13463,role_udt_grants,13219,10,-1,f,c,C,f,t,",",13461,0,0,13462,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13462,_role_udt_grants,13219,10,-1,f,b,A,f,t,",",0,6179,13463,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13467,usage_privileges,13219,10,-1,f,c,C,f,t,",",13465,0,0,13466,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13466,_usage_privileges,13219,10,-1,f,b,A,f,t,",",0,6179,13467,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13472,role_usage_grants,13219,10,-1,f,c,C,f,t,",",13470,0,0,13471,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13471,_role_usage_grants,13219,10,-1,f,b,A,f,t,",",0,6179,13472,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13476,user_defined_types,13219,10,-1,f,c,C,f,t,",",13474,0,0,13475,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13475,_user_defined_types,13219,10,-1,f,b,A,f,t,",",0,6179,13476,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13481,view_column_usage,13219,10,-1,f,c,C,f,t,",",13479,0,0,13480,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13480,_view_column_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13481,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13486,view_routine_usage,13219,10,-1,f,c,C,f,t,",",13484,0,0,13485,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13485,_view_routine_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13486,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13491,view_table_usage,13219,10,-1,f,c,C,f,t,",",13489,0,0,13490,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13490,_view_table_usage,13219,10,-1,f,b,A,f,t,",",0,6179,13491,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13496,views,13219,10,-1,f,c,C,f,t,",",13494,0,0,13495,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13495,_views,13219,10,-1,f,b,A,f,t,",",0,6179,13496,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13501,data_type_privileges,13219,10,-1,f,c,C,f,t,",",13499,0,0,13500,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13500,_data_type_privileges,13219,10,-1,f,b,A,f,t,",",0,6179,13501,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13506,element_types,13219,10,-1,f,c,C,f,t,",",13504,0,0,13505,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13505,_element_types,13219,10,-1,f,b,A,f,t,",",0,6179,13506,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13511,_pg_foreign_table_columns,13219,10,-1,f,c,C,f,t,",",13509,0,0,13510,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13510,__pg_foreign_table_columns,13219,10,-1,f,b,A,f,t,",",0,6179,13511,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13516,column_options,13219,10,-1,f,c,C,f,t,",",13514,0,0,13515,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13515,_column_options,13219,10,-1,f,b,A,f,t,",",0,6179,13516,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13520,_pg_foreign_data_wrappers,13219,10,-1,f,c,C,f,t,",",13518,0,0,13519,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13519,__pg_foreign_data_wrappers,13219,10,-1,f,b,A,f,t,",",0,6179,13520,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13524,foreign_data_wrapper_options,13219,10,-1,f,c,C,f,t,",",13522,0,0,13523,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13523,_foreign_data_wrapper_options,13219,10,-1,f,b,A,f,t,",",0,6179,13524,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13528,foreign_data_wrappers,13219,10,-1,f,c,C,f,t,",",13526,0,0,13527,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13527,_foreign_data_wrappers,13219,10,-1,f,b,A,f,t,",",0,6179,13528,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13532,_pg_foreign_servers,13219,10,-1,f,c,C,f,t,",",13530,0,0,13531,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13531,__pg_foreign_servers,13219,10,-1,f,b,A,f,t,",",0,6179,13532,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13536,foreign_server_options,13219,10,-1,f,c,C,f,t,",",13534,0,0,13535,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13535,_foreign_server_options,13219,10,-1,f,b,A,f,t,",",0,6179,13536,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13540,foreign_servers,13219,10,-1,f,c,C,f,t,",",13538,0,0,13539,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13539,_foreign_servers,13219,10,-1,f,b,A,f,t,",",0,6179,13540,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13544,_pg_foreign_tables,13219,10,-1,f,c,C,f,t,",",13542,0,0,13543,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13543,__pg_foreign_tables,13219,10,-1,f,b,A,f,t,",",0,6179,13544,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13549,foreign_table_options,13219,10,-1,f,c,C,f,t,",",13547,0,0,13548,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13548,_foreign_table_options,13219,10,-1,f,b,A,f,t,",",0,6179,13549,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13553,foreign_tables,13219,10,-1,f,c,C,f,t,",",13551,0,0,13552,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13552,_foreign_tables,13219,10,-1,f,b,A,f,t,",",0,6179,13553,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13557,_pg_user_mappings,13219,10,-1,f,c,C,f,t,",",13555,0,0,13556,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13556,__pg_user_mappings,13219,10,-1,f,b,A,f,t,",",0,6179,13557,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13562,user_mapping_options,13219,10,-1,f,c,C,f,t,",",13560,0,0,13561,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13561,_user_mapping_options,13219,10,-1,f,b,A,f,t,",",0,6179,13562,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
13567,user_mappings,13219,10,-1,f,c,C,f,t,",",13565,0,0,13566,2290,2291,2402,2403,0,0,0,d,x,f,0,-1,0,0,,,
13566,_user_mappings,13219,10,-1,f,b,A,f,t,",",0,6179,13567,0,750,751,2400,2401,0,0,3816,d,x,f,0,-1,0,0,,,
